0.021716245,0.053526838,0.132307689,-0.651684374,0.020871707,0.064763247,0.083248604,0.008715207,0.125509726,0.15781703,0.027404947,0.11623203,0.186965376,0.062572562,0.003218653,0.13236295,0.140905022,0.106595798,0.10616702,0.132606905,0.162110267,0.169961548,0.187518014,0.081834286,0.101675853,0.141675998,0.178845984,0.190300144,0.159297385,0.103343488,0.033062314,0.172695851,0.196744589,0.01084426,0.002609551,0.150904626,0.045599781,0.025509281,0.049918528,0.005559319,0.009614149,0.182214733,0.036635609,0.100473499,0.857860048,0.114191084,0.046739273,0.061509643,0.126515062,0.105778325,0.03678775,0.070750041,0.170666289,0.055472392,0.083302702,0.070865679,0.042607358,0.186351998,0.134648079,0.155761528,0.150290513,0.087260451,0.037009846,0.129281454,0.132077161,0.144316106,0.016828886,0.017781013,0.170242237,0.183055066,0.153267494,0.146906836,0.043351214,0.059806954,0.095156387,0.130464806,0.141175309,0.188289029,0.144237644,0.001255124,0.112963436,0.122424123,0.105008191,0.009641292,0.173203172,0.129189351,0.029803718,0.149007839,0.129488339,0.114718089,0.114655816,0.00498324,0.04566984,0.095187798,0.17955826,0.15691946,0.196435979,0.030516432,0.018319922,0.000615874
0.175665538,0.197213077,0.055752946,-5.085603715,0.018745928,0.161843951,0.165435752,0.110430208,0.141378682,0.093000183,0.056533284,0.171471437,0.171177537,0.088791331,0.017602317,0.043870639,0.16159154,0.062350379,0.109355959,0.010784313,0.0644479,0.058361362,0.188721618,0.032686286,0.199652583,0.088497259,0.071855329,0.017588654,0.059323131,0.15184699,0.125524904,0.055578634,0.138721836,0.044171959,0.06464544,0.024227266,0.01320802,0.130611149,0.13100364,0.113154601,0.136820598,0.073939099,0.191541394,0.183783106,-1.182961141,0.000250042,0.05390608,0.011540122,0.151702253,0.137012761,0.146911153,0.136928916,0.160068468,0.153395676,0.085684048,0.017158388,0.005336551,0.001466064,0.04233364,0.136806215,0.096283311,0.110894497,0.186695953,0.040002485,0.043620061,0.049412409,0.160462785,0.127887551,0.138687991,0.064414804,0.107402228,0.141594501,0.117657321,0.07607391,0.054280179,0.054564898,0.130243239,0.110037207,0.164984052,0.077799497,0.114290305,0.127270232,0.045495239,0.031796103,0.199318965,0.125352132,0.140112962,0.042938769,0.141220802,0.047727157,0.187444175,0.109501155,0.145527287,0.009597645,0.141348503,0.035257776,0.182162994,0.131121088,0.062302688,0.126802657
0.065685495,0.179791796,0.09870333,-2.951843722,0.11951463,0.017835106,0.143743015,0.175075548,0.047970177,0.015962166,0.151384979,0.134291185,0.031001322,0.053191612,0.141180292,0.113697524,0.104199877,0.037662141,0.008434487,0.157914041,0.13149348,0.144604083,0.11430319,0.088215561,0.132853303,0.162726238,0.138876872,0.181015513,0.119387635,0.019677918,0.028024213,0.12842088,0.146227826,0.176331557,0.058157798,0.134609614,0.013938719,0.178239529,0.100509532,0.018365926,0.085035453,0.106525376,0.112045704,0.186542436,-0.601639632,0.169806607,0.042861733,0.024798928,0.128672815,0.10316494,0.15179751,0.120885698,0.178427907,0.151081626,0.024951729,0.081326134,0.067383173,0.025428381,0.199385632,0.169303717,0.113372094,0.180470827,0.053337887,0.108029398,0.131998351,0.189374948,0.031363458,0.102839105,0.013901132,0.003638035,0.077774233,0.125177589,0.028387732,0.056597225,0.070748943,0.191341858,0.1570483,0.052047229,0.177786203,0.093624879,0.147336011,0.053831566,0.159911229,0.024665259,0.019695614,0.044050335,0.002599715,0.122492258,0.156018915,0.062014522,0.187769374,0.057978236,0.039808928,0.139348238,0.02080561,0.079084724,0.09244812,0.007053829,0.036047559,0.130146229
0.196307991,0.126131766,0.14837453,-1.648078578,0.128872539,0.068149167,0.008394569,0.059895569,0.138669164,0.01129014,0.083004389,0.03868962,0.016260116,0.028543176,0.179882363,0.070385511,0.111945016,0.171873009,0.162312019,0.05813156,0.021990851,0.100752327,0.154106094,0.085366072,0.019079722,0.171051356,0.117724974,0.100471016,0.16677526,0.093174961,0.031298658,0.103973826,0.186837358,0.112951266,0.023025322,0.169552268,0.048094785,0.032222776,0.082730511,0.068862071,0.153514904,0.123000763,0.154736267,0.022989484,0.26799304,0.150679379,0.19433738,0.188314835,0.148437615,0.018148845,0.195333327,0.03909774,0.027562274,0.059957206,0.068099799,0.092870041,0.135265311,0.199828743,0.174383379,0.129178018,0.037348823,0.023288663,0.174167659,0.092665686,0.055061149,0.023227289,0.191972598,0.002090881,0.187372241,0.185101734,0.021653941,0.088956776,0.06153304,0.09305793,0.072730712,0.0830579,0.083121072,0.130769024,0.068739134,0.05693665,0.02284855,0.090827322,0.064805785,0.137987231,0.034514484,0.110462358,0.03395803,0.066462863,0.169485,0.08780661,0.03107875,0.188406705,0.088299908,0.16066628,0.065615666,0.083093453,0.019353917,0.078102747,0.116693171,0.033985134
0.118436285,0.062065581,0.093836126,-1.635552044,0.014214767,0.100163115,0.152913666,0.012588791,0.039014263,0.12968732,0.029130038,0.186702984,0.125652443,0.153410327,0.165985509,0.008742972,0.184304684,0.090386032,0.130748719,0.022022817,0.165452224,0.148439271,0.058179851,0.06282154,0.138974105,0.037198076,0.163689703,0.050915722,0.017459392,0.14857214,0.172457093,0.143153756,0.143523504,0.038561019,0.170055609,0.056423523,0.162183554,0.106369126,0.152986763,0.153282429,0.072301426,0.085515644,0.169147158,0.147560141,0.193119307,0.021692546,0.188796481,0.174133298,0.073173337,0.191778556,0.136563208,0.129729418,0.154834604,0.096725659,0.072669224,0.044473141,0.191062485,0.064582895,0.16131962,0.150349389,0.081207576,0.015417475,0.124088678,0.122675383,0.085998745,0.026933545,0.160353184,0.143557143,0.110553948,0.13011157,0.037046007,0.085565111,0.099137937,0.058031068,0.131414252,0.116538097,0.022486798,0.108555824,0.094559825,0.170613518,0.069966002,0.153481144,0.162009711,0.003141591,0.096904493,0.093981621,0.033226371,0.021871116,0.135028639,0.093877536,0.031613239,0.152028972,0.067798035,0.093830553,0.113001729,0.042870728,0.161836993,0.136970131,0.115872112,0.184586707
0.051901313,0.111786621,0.177453558,-1.159376617,0.191342396,0.026358148,0.036605486,0.11879814,0.087563476,0.023781707,0.146803343,0.119786409,0.019391349,0.121801636,0.097007012,0.180553999,0.19270797,0.111992642,0.118591829,0.176918618,0.114362722,0.039742673,0.018663499,0.188376088,0.121504871,0.070642002,0.032962931,0.059614676,0.117478856,0.179732073,0.039499897,0.097847542,0.09528058,0.015621739,0.195779705,0.15299575,0.186264903,0.092917899,0.050216975,0.111386769,0.039725457,0.025855091,0.095537829,0.132364582,0.020494075,0.178162106,0.178436957,0.084251149,0.079565026,0.089258217,0.164524416,0.065823633,0.061201742,0.079845434,0.120774276,0.013905293,0.010003772,0.004281809,0.099516217,0.137244763,0.074249016,0.168526822,0.014183338,0.037902281,0.197190547,0.029960351,0.024166654,0.138755626,0.106440999,0.086695749,0.009363047,0.097599011,0.001719542,0.165811117,0.055930229,0.14031384,0.160433741,0.152195816,0.134597679,0.091230074,0.097310004,0.162550488,0.199696158,0.160416565,0.187453791,0.117029673,0.185188704,0.163433132,0.137152018,0.107585463,0.047967386,0.004910893,0.133799093,0.079590361,0.045078994,0.10872874,0.102889127,0.190606166,0.053548384,0.03152861
0.070458503,0.154841396,0.071859469,-1.847702483,0.022686163,0.193118435,0.119211666,0.038144775,0.130862245,0.099682024,0.133900222,0.130779064,0.006686545,0.043554656,0.0549772,0.049764613,0.011183328,0.137755842,0.144142422,0.116397044,0.054631145,0.162182533,0.17428981,0.049235765,0.074342382,0.1132221,0.033318397,0.121092945,0.15833762,0.020187326,0.192156779,0.04518693,0.117867469,0.037964756,0.1062206,0.095437896,0.069180066,0.055497405,0.050217695,0.029372377,0.180839259,0.130605381,0.004879462,0.153161883,-0.012653656,0.071415783,0.006776086,0.007462075,0.114483486,0.065418149,0.032229946,0.084783058,0.040111781,0.075732251,0.134786227,0.144601203,0.142331847,0.036598121,0.105733944,0.003962608,0.019752146,0.064591578,0.168587827,0.155726677,0.019649601,0.18663614,0.175122357,0.115286681,0.065037575,0.149405669,0.091223058,0.089475623,0.108618141,0.013903781,0.011995994,0.057541421,0.068849176,0.136182228,0.022036944,0.04042659,0.022732144,0.025738733,0.174354561,0.049697873,0.101919196,0.105418163,0.141663666,0.014284156,0.162925733,0.175203959,0.159823419,0.031543475,0.196476765,0.119244929,0.109663549,0.071653301,0.16136626,0.084310595,0.02622917,0.116810045
0.097480347,0.016433569,0.151822544,-2.747720152,0.000861972,0.081716082,0.119906292,0.059149363,0.039057546,0.123761941,0.127093872,0.075085744,0.06472201,0.093870896,0.09292082,0.006899698,0.058781829,0.157480249,0.07939596,0.124960896,0.019003262,0.169645337,0.069959021,0.199625188,0.00385121,0.036962464,0.112867307,0.028779659,0.010714805,0.06056986,0.072846779,0.082375843,0.142767702,0.193072306,0.110378892,0.033478433,0.08524204,0.160894359,0.098944349,0.176712646,0.02116365,0.153961934,0.064969026,0.02612675,-0.395720331,0.030118209,0.060018996,0.155620935,0.017855125,0.007253999,0.01448038,0.161885967,0.084060816,0.101589189,0.043019082,0.042676674,0.046329735,0.044844326,0.045181944,0.04740185,0.185817536,0.093223218,0.146269463,0.062552866,0.154033003,0.031664808,0.173452658,0.161623559,0.146485317,0.012311134,0.187043215,0.123884147,0.078247351,0.076393625,0.073797149,0.02683675,0.140582887,0.102786555,0.02745019,0.166816032,0.147025691,0.086448649,0.065671494,0.18199747,0.043258365,0.149048596,0.032043752,0.125058776,0.000685647,0.091723581,0.101754801,0.116211039,0.133947894,0.12195331,0.034717096,0.013384274,0.005226659,0.049777544,0.134449071,0.136338002
0.055336933,0.145562747,0.0148026,-5.210768236,0.126155335,0.194246956,0.169463582,0.04707904,0.154908411,0.045395225,0.108569159,0.065614075,0.129010215,0.158935736,0.140603658,0.027454484,0.196886325,0.159899417,0.042987699,0.023246444,0.044999546,0.03117631,0.132416193,0.011245482,0.186272511,0.093118935,0.114526339,0.023975539,0.0607306,0.025084748,0.0009087,0.055718147,0.022269813,0.07581141,0.107316684,0.153419043,0.098327738,0.084800792,0.195891666,0.013639634,0.114867779,0.104838009,0.041960011,0.19589299,-1.103045309,0.15807627,0.06857013,0.064276252,0.166215944,0.102664631,0.095552135,0.1418215,0.009970624,0.153536001,0.030140679,0.059402987,0.032001855,0.191153559,0.104561383,0.065713518,0.150564321,0.142537744,0.11513317,0.015191825,0.19401764,0.02358987,0.091214018,0.007569345,0.060433022,0.043366101,0.106404194,0.172735466,0.110312449,0.081224491,0.052498313,0.172334882,0.129893771,0.085695,0.167793968,0.000450094,0.108878273,0.19062336,0.130592743,0.053507317,0.010293068,0.123690151,0.064234909,0.155447821,0.176075773,0.130419691,0.195175315,0.117255451,0.028055913,0.028256447,0.139620473,0.008040601,0.131070762,0.177917241,0.046457976,0.180814707
0.160413356,0.090532007,0.002159722,-3.326693978,0.170376902,0.127417987,0.171875561,0.126160508,0.012953867,0.192450795,0.050413595,0.00642278,0.116855219,0.117214611,0.152602242,0.050030751,0.058012884,0.186815646,0.1253404,0.047384252,0.027581014,0.139042906,0.071851034,0.172721148,0.044114799,0.036654443,0.174906228,0.023252583,0.010984883,0.099938654,0.171135979,0.067672768,0.162965741,0.146323705,0.065214015,0.192153116,0.174389373,0.013938685,0.145685166,0.066267916,0.048470615,0.123580005,0.173329163,0.134353225,-0.463212948,0.106719903,0.042830514,0.126144294,0.012913365,0.161061868,0.072987624,0.060078421,0.05683651,0.077366917,0.024634914,0.115200699,0.148755762,0.026386785,0.04515184,0.070208588,0.01803671,0.090558278,0.002451322,0.122200324,0.023394723,0.073082086,0.008643789,0.064089203,0.042227836,0.150999614,0.005248046,0.132644806,0.130203532,0.095580281,0.084114141,0.061482663,0.000133792,0.16897784,0.078789969,0.170593842,0.02587387,0.090977324,0.050614774,0.190492563,0.129990937,0.114942679,0.138152052,0.002587282,0.089493905,0.1993871,0.018894686,0.154809427,0.092157302,0.153586657,0.161319111,0.050961031,0.069903919,0.042869087,0.007985877,0.134279662
